reviewId,content,score,at,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,source,author,retweets,replies
twitter_synthetic_3332,[Chennai] Kya booking cancel kar sakte hain? @BPCLimited,,2025-12-16T01:13:01.217038+00:00,60,,,,,Twitter,user_36677,23,0
twitter_synthetic_3680,[Delhi] What are the charges? @BPCLimited,,2025-11-21T01:13:01.217038+00:00,98,,,,,Twitter,user_63145,25,7
twitter_synthetic_2436,[Chennai] Safest LPG provider for family,,2025-12-16T23:13:01.217038+00:00,89,,,,,Twitter,user_71008,6,2
twitter_synthetic_1408,[Chennai] 5 star service hamesha @BPCLimited,,2025-11-19T02:13:01.217038+00:00,83,,,,,Twitter,user_6087,27,7
twitter_synthetic_2088,[Chennai] How to change address in HelloBPCL? @BPCLimited,,2025-12-08T10:13:01.217038+00:00,81,,,,,Twitter,user_49750,40,20
twitter_synthetic_1233,[Hyderabad] How to apply for new connection? @BPCLimited,,2025-12-03T08:13:01.217038+00:00,49,,,,,Twitter,user_76307,9,9
twitter_synthetic_1173,[Pune] Valid till when is this offer? @BPCLimited,,2025-11-18T13:13:01.217038+00:00,100,,,,,Twitter,user_85425,26,6
twitter_synthetic_1325,[Delhi] Agent bahut helpful aur honest tha,,2025-12-15T10:13:01.217038+00:00,17,,,,,Twitter,user_42679,12,2
twitter_synthetic_3569,[Delhi] Subscription plan details kya hain? @BPCLimited,,2025-11-22T22:13:01.217038+00:00,43,,,,,Twitter,user_3220,11,16
twitter_synthetic_449,Service usually good but delivery issue today @BPCLimited really good,,2025-12-08T09:13:01.217038+00:00,41,,,,,Twitter,user_64066,42,6
twitter_synthetic_75,Safest LPG provider for family mediocre,,2025-12-05T12:13:01.217038+00:00,5,,,,,Twitter,user_95243,41,5
twitter_synthetic_4067,[Hyderabad] App badiya hai lekin delivery slow ho gaya @BPCLimited,,2025-12-11T09:13:01.217038+00:00,42,,,,,Twitter,user_46892,20,16
twitter_synthetic_3507,[Chennai] Consistent quality aur service @BPCLimited,,2025-12-05T10:13:01.217038+00:00,57,,,,,Twitter,user_36960,9,7
twitter_synthetic_2495,[Mumbai] Better customer support chat @BPCLimited,,2025-12-01T13:13:01.217038+00:00,59,,,,,Twitter,user_23990,10,10
twitter_synthetic_337,Customer care very responsive @BPCLimited never use again,,2025-12-13T02:13:01.217038+00:00,87,,,,,Twitter,user_7394,9,8
twitter_synthetic_939,Agent bahut helpful aur honest tha really good,,2025-12-10T16:13:01.217038+00:00,74,,,,,Twitter,user_73081,28,10
twitter_synthetic_2067,[Delhi] Service theek hai par billing mein galti tha @BPCLimited,,2025-12-10T01:13:01.217038+00:00,10,,,,,Twitter,user_4566,15,8
twitter_synthetic_513,Subscription plan details kya hain? @BPCLimited please fix this,,2025-11-25T19:13:01.217038+00:00,53,,,,,Twitter,user_26070,39,15
twitter_synthetic_3764,[Kolkata] Tipping ka natija? Cylinder hi nahi milega @BPCLimited,,2025-12-06T20:13:01.217038+00:00,60,,,,,Twitter,user_19647,21,16
twitter_synthetic_1858,[Ahmedabad] Should have SMS updates for delivery @BPCLimited,,2025-11-22T15:13:01.217038+00:00,49,,,,,Twitter,user_79344,49,9
twitter_synthetic_751,Digital payment process very smooth @BPCLimited pls resolve asap,,2025-12-01T09:13:01.217038+00:00,96,,,,,Twitter,user_70065,26,11
twitter_synthetic_690,Add multi-language support @BPCLimited very frustrated,,2025-12-14T02:13:01.217038+00:00,94,,,,,Twitter,user_82881,24,17
twitter_synthetic_2257,[Bangalore] Best in class customer experience,,2025-12-13T06:13:01.217038+00:00,32,,,,,Twitter,user_27851,24,1
twitter_synthetic_2876,[Bangalore] Add live tracking feature @BPCLimited,,2025-11-18T21:13:01.217038+00:00,2,,,,,Twitter,user_9991,4,9
twitter_synthetic_3211,[Hyderabad] 5 star service hamesha @BPCLimited,,2025-11-26T04:13:01.217038+00:00,1,,,,,Twitter,user_26691,5,0
twitter_synthetic_1892,[Ahmedabad] Customer care helpful tha but complaint solve nahi hua @BPCLimited,,2025-12-16T05:13:01.217038+00:00,89,,,,,Twitter,user_57151,5,2
twitter_synthetic_4125,[Delhi] Refund process bahut complicated hai,,2025-12-10T04:13:01.217038+00:00,41,,,,,Twitter,user_88921,0,10
twitter_synthetic_362,App badiya hai lekin delivery slow ho gaya @BPCLimited amazing,,2025-11-17T19:13:01.217038+00:00,59,,,,,Twitter,user_11179,39,12
twitter_synthetic_1105,[Delhi] Digital payment process very smooth @BPCLimited,,2025-11-25T12:13:01.217038+00:00,60,,,,,Twitter,user_20691,31,0
twitter_synthetic_4006,[Kolkata] Mostly good experience lekin last time late aaye @BPCLimited,,2025-11-21T07:13:01.217038+00:00,97,,,,,Twitter,user_99899,37,15
twitter_synthetic_3088,[Ahmedabad] Consistent quality aur service @BPCLimited,,2025-12-17T00:13:01.217038+00:00,4,,,,,Twitter,user_25444,33,12
twitter_synthetic_4931,[Kolkata] App crash ho jaata hai booking time par,,2025-12-13T22:13:01.217038+00:00,36,,,,,Twitter,user_11491,19,4
twitter_synthetic_2270,[Kolkata] Reliable service se bahut khush hoon @BPCLimited,,2025-11-26T22:13:01.217038+00:00,36,,,,,Twitter,user_62787,24,5
twitter_synthetic_1115,[Delhi] Great service from BPCL! Delivery on time always @BPCLimited,,2025-11-28T22:13:01.217038+00:00,65,,,,,Twitter,user_97115,47,14
twitter_synthetic_3763,"[Mumbai] Previously better, now average @BPCLimited",,2025-12-12T20:13:01.217038+00:00,12,,,,,Twitter,user_94756,41,18
twitter_synthetic_1542,[Chennai] Add multi-language support @BPCLimited,,2025-11-27T16:13:01.217038+00:00,24,,,,,Twitter,user_38703,2,6
twitter_synthetic_1879,"[Hyderabad] Previously better, now average @BPCLimited",,2025-11-30T10:13:01.217038+00:00,56,,,,,Twitter,user_3673,20,2
twitter_synthetic_224,Tipping ka natija? Cylinder hi nahi milega @BPCLimited disappointed,,2025-12-11T21:13:01.217038+00:00,38,,,,,Twitter,user_57744,23,11
twitter_synthetic_3895,[Pune] Excellent service quality maintained,,2025-12-07T23:13:01.217038+00:00,56,,,,,Twitter,user_60244,22,5
twitter_synthetic_1570,[Mumbai] Decent service lekin improvement needed @BPCLimited,,2025-11-30T09:13:01.217038+00:00,5,,,,,Twitter,user_34172,5,20
twitter_synthetic_1717,[Mumbai] How many days wait time? @BPCLimited,,2025-12-08T03:13:01.217038+00:00,21,,,,,Twitter,user_16897,9,14
twitter_synthetic_2167,[Ahmedabad] How many days wait time? @BPCLimited,,2025-11-19T03:13:01.217038+00:00,27,,,,,Twitter,user_49480,3,5
twitter_synthetic_450,Pure For Sure! Love BPCL quality @BPCLimited ok service,,2025-12-15T09:13:01.217038+00:00,4,,,,,Twitter,user_38396,28,4
twitter_synthetic_1548,[Kolkata] HelloBPCL app bahut easy use karna @BPCLimited,,2025-11-28T19:13:01.217038+00:00,81,,,,,Twitter,user_35080,49,16
twitter_synthetic_3252,[Pune] Quality never compromises @BPCLimited,,2025-12-16T23:13:01.217038+00:00,72,,,,,Twitter,user_67669,1,5
twitter_synthetic_2519,[Ahmedabad] Gas smell aa raha lamps se @BPCLimited,,2025-12-12T22:13:01.217038+00:00,62,,,,,Twitter,user_13598,5,9
twitter_synthetic_2338,[Delhi] Service usually good but delivery issue today @BPCLimited,,2025-11-27T07:13:01.217038+00:00,7,,,,,Twitter,user_40761,38,8
twitter_synthetic_2927,[Delhi] Support team bahut helpful @BPCLimited,,2025-11-21T11:13:01.217038+00:00,9,,,,,Twitter,user_57834,26,15
twitter_synthetic_1480,[Hyderabad] Transparent billing system needed @BPCLimited,,2025-12-16T02:13:01.217038+00:00,92,,,,,Twitter,user_52353,31,12
twitter_synthetic_4774,[Pune] Great service from BPCL! Delivery on time always @BPCLimited,,2025-12-16T07:13:01.217038+00:00,54,,,,,Twitter,user_80231,38,12
twitter_synthetic_2246,[Delhi] Add live tracking feature @BPCLimited,,2025-11-27T09:13:01.217038+00:00,47,,,,,Twitter,user_37712,45,8
twitter_synthetic_2042,[Pune] What are the charges? @BPCLimited,,2025-12-11T06:13:01.217038+00:00,7,,,,,Twitter,user_30387,43,14
twitter_synthetic_2543,[Kolkata] Customer care very responsive @BPCLimited,,2025-12-03T11:13:01.217038+00:00,84,,,,,Twitter,user_33436,30,19
twitter_synthetic_4186,[Kolkata] Service usually good but delivery issue today @BPCLimited,,2025-12-16T11:13:01.217038+00:00,41,,,,,Twitter,user_95482,18,10
twitter_synthetic_2674,[Delhi] Cylinder ka seal toot gaya delivery ke time par @BPCLimited,,2025-12-07T04:13:01.217038+00:00,71,,,,,Twitter,user_85866,11,1
twitter_synthetic_2223,[Ahmedabad] Excellent service quality maintained,,2025-11-25T07:13:01.217038+00:00,12,,,,,Twitter,user_48956,9,14
twitter_synthetic_268,Cylinder replacement procedure kya hai? @BPCLimited please fix this,,2025-11-23T04:13:01.217038+00:00,47,,,,,Twitter,user_78570,21,16
twitter_synthetic_255,"Honest pricing, no hidden charges @BPCLimited thanks",,2025-11-25T23:13:01.217038+00:00,40,,,,,Twitter,user_75249,26,11
twitter_synthetic_4977,[Pune] More payment options chahiye @BPCLimited,,2025-12-11T16:13:01.217038+00:00,99,,,,,Twitter,user_1494,41,8
twitter_synthetic_629,Best company bahut lucky hoon @BPCLimited very frustrated,,2025-11-23T09:13:01.217038+00:00,27,,,,,Twitter,user_27499,42,6
twitter_synthetic_1336,[Chennai] Service theek hai par billing mein galti tha @BPCLimited,,2025-11-30T07:13:01.217038+00:00,32,,,,,Twitter,user_26099,16,9
twitter_synthetic_3369,[Pune] Seal broken tha new cylinder par,,2025-12-02T23:13:01.217038+00:00,90,,,,,Twitter,user_59207,0,8
twitter_synthetic_2175,[Ahmedabad] Good quality but expensive ho gaya @BPCLimited,,2025-11-17T20:13:01.217038+00:00,84,,,,,Twitter,user_57314,7,16
twitter_synthetic_413,Kya booking cancel kar sakte hain? @BPCLimited again,,2025-11-20T04:13:01.217038+00:00,62,,,,,Twitter,user_54268,48,6
twitter_synthetic_2616,[Mumbai] 5 star service hamesha @BPCLimited,,2025-12-04T18:13:01.217038+00:00,96,,,,,Twitter,user_14375,0,5
twitter_synthetic_2121,[Pune] Experience mixed - good aur bad dono @BPCLimited,,2025-12-06T18:13:01.217038+00:00,17,,,,,Twitter,user_73491,25,0
twitter_synthetic_4744,[Pune] Reliable service se bahut khush hoon @BPCLimited,,2025-11-25T02:13:01.217038+00:00,82,,,,,Twitter,user_9868,16,20
twitter_synthetic_3061,[Pune] HelloBPCL app bahut easy use karna @BPCLimited,,2025-12-12T13:13:01.217038+00:00,50,,,,,Twitter,user_76151,9,1
twitter_synthetic_4050,[Ahmedabad] Service center par staff bahut rude tha,,2025-12-04T01:13:01.217038+00:00,6,,,,,Twitter,user_70638,2,19
twitter_synthetic_106,Very satisfied with BharatGas service @BPCLimited again,,2025-12-12T23:13:01.217038+00:00,35,,,,,Twitter,user_78776,26,12
twitter_synthetic_3513,[Delhi] Subscription plan mein hidden charges the @BPCLimited,,2025-12-15T04:13:01.217038+00:00,33,,,,,Twitter,user_93210,9,18
twitter_synthetic_3834,[Bangalore] Decent service lekin improvement needed @BPCLimited,,2025-12-03T13:13:01.217038+00:00,71,,,,,Twitter,user_34031,9,8
twitter_synthetic_4782,[Ahmedabad] Staff helpful but process complicated @BPCLimited,,2025-11-29T19:13:01.217038+00:00,30,,,,,Twitter,user_65656,38,17
twitter_synthetic_2329,[Bangalore] Safest LPG provider for family,,2025-11-30T04:13:01.217038+00:00,91,,,,,Twitter,user_11848,49,2
twitter_synthetic_3853,[Kolkata] Stove nahi jal raha is gas se,,2025-12-11T17:13:01.217038+00:00,97,,,,,Twitter,user_4789,9,5
twitter_synthetic_302,Digital payment process very smooth @BPCLimited amazing,,2025-12-15T23:13:01.217038+00:00,39,,,,,Twitter,user_90463,15,18
twitter_synthetic_4775,[Ahmedabad] Service theek hai par billing mein galti tha @BPCLimited,,2025-11-19T05:13:01.217038+00:00,18,,,,,Twitter,user_79473,45,2
twitter_synthetic_3813,[Chennai] BharatGas service excellent hai @BPCLimited,,2025-12-01T23:13:01.217038+00:00,36,,,,,Twitter,user_46200,10,16
twitter_synthetic_1591,[Ahmedabad] Quality OK but pricing badh gayi @BPCLimited,,2025-11-27T22:13:01.217038+00:00,34,,,,,Twitter,user_27866,28,14
twitter_synthetic_3652,[Delhi] Transparency bahut badiya hai @BPCLimited,,2025-12-09T00:13:01.217038+00:00,53,,,,,Twitter,user_94895,18,3
twitter_synthetic_1592,[Ahmedabad] Kya booking cancel kar sakte hain? @BPCLimited,,2025-11-18T04:13:01.217038+00:00,2,,,,,Twitter,user_87281,16,13
twitter_synthetic_363,Customer care number kya hai? @BPCLimited anyone facing same issue?,,2025-12-08T15:13:01.217038+00:00,34,,,,,Twitter,user_95472,40,18
twitter_synthetic_2323,[Kolkata] Good quality but expensive ho gaya @BPCLimited,,2025-11-25T17:13:01.217038+00:00,73,,,,,Twitter,user_24133,13,8
twitter_synthetic_4795,[Pune] App crash ho jaata hai booking time par,,2025-12-06T18:13:01.217038+00:00,91,,,,,Twitter,user_88676,50,1
twitter_synthetic_2868,[Pune] How many days wait time? @BPCLimited,,2025-12-14T19:13:01.217038+00:00,1,,,,,Twitter,user_76229,10,3
twitter_synthetic_4978,[Kolkata] Very satisfied with BharatGas service @BPCLimited,,2025-12-08T16:13:01.217038+00:00,51,,,,,Twitter,user_9136,21,18
twitter_synthetic_1014,Worth every paisa spent @BPCLimited appreciate your service,,2025-11-28T10:13:01.217038+00:00,95,,,,,Twitter,user_28055,33,16
twitter_synthetic_746,Excellent service quality maintained disappointed,,2025-12-13T15:13:01.217038+00:00,21,,,,,Twitter,user_89219,32,17
twitter_synthetic_4188,[Hyderabad] Quality degrade ho gayi recently @BPCLimited,,2025-11-21T09:13:01.217038+00:00,66,,,,,Twitter,user_76680,1,6
twitter_synthetic_1449,[Hyderabad] 5 star service hamesha @BPCLimited,,2025-12-10T11:13:01.217038+00:00,52,,,,,Twitter,user_15992,14,10
twitter_synthetic_2829,[Chennai] Please improve the app speed @BPCLimited,,2025-12-06T02:13:01.217038+00:00,83,,,,,Twitter,user_34243,49,2
twitter_synthetic_3627,[Chennai] HelloBPCL app bahut easy use karna @BPCLimited,,2025-12-09T22:13:01.217038+00:00,16,,,,,Twitter,user_95263,45,11
twitter_synthetic_1448,[Bangalore] Very satisfied with BharatGas service @BPCLimited,,2025-12-05T11:13:01.217038+00:00,93,,,,,Twitter,user_25966,46,6
twitter_synthetic_971,Add multi-language support @BPCLimited ok service,,2025-12-04T03:13:01.217038+00:00,33,,,,,Twitter,user_38602,17,5
twitter_synthetic_4373,[Mumbai] Can I upgrade my plan? @BPCLimited,,2025-11-30T04:13:01.217038+00:00,40,,,,,Twitter,user_12328,16,3
twitter_synthetic_1595,[Kolkata] Best choice for household gas,,2025-11-25T17:13:01.217038+00:00,1,,,,,Twitter,user_72156,0,15
twitter_synthetic_1457,[Bangalore] Good quality but expensive ho gaya @BPCLimited,,2025-12-08T19:13:01.217038+00:00,5,,,,,Twitter,user_37107,43,4
twitter_synthetic_3143,[Pune] Mostly good experience lekin last time late aaye @BPCLimited,,2025-12-10T07:13:01.217038+00:00,94,,,,,Twitter,user_39298,37,0
twitter_synthetic_4763,[Kolkata] Fitting theek se nahi karni @BPCLimited,,2025-11-18T04:13:01.217038+00:00,77,,,,,Twitter,user_78556,28,12
twitter_synthetic_4162,[Delhi] Payment fail hua lekin paise cut gaye @BPCLimited app se,,2025-12-05T13:13:01.217038+00:00,61,,,,,Twitter,user_27785,47,20
twitter_synthetic_3941,[Bangalore] Agent ne extra paise maange delivery ke time @BPCLimited,,2025-11-25T01:13:01.217038+00:00,13,,,,,Twitter,user_97387,36,7
twitter_synthetic_2618,[Ahmedabad] Good quality but expensive ho gaya @BPCLimited,,2025-12-15T08:13:01.217038+00:00,34,,,,,Twitter,user_19410,44,9
twitter_synthetic_4917,[Ahmedabad] Better grievance redressal system @BPCLimited,,2025-12-03T19:13:01.217038+00:00,54,,,,,Twitter,user_47894,14,15
twitter_synthetic_3305,"[Kolkata] Complaint number diya 10 din pehle, abhi tak koi response nahi @BPCLimited",,2025-11-30T18:13:01.217038+00:00,27,,,,,Twitter,user_90099,42,12
twitter_synthetic_3210,[Bangalore] Digital payment process very smooth @BPCLimited,,2025-11-30T03:13:01.217038+00:00,98,,,,,Twitter,user_91578,6,2
twitter_synthetic_853,Service center par staff bahut rude tha never use again,,2025-12-13T23:13:01.217038+00:00,93,,,,,Twitter,user_53204,15,7
twitter_synthetic_4546,[Mumbai] Support team bahut helpful @BPCLimited,,2025-11-22T23:13:01.217038+00:00,27,,,,,Twitter,user_96822,46,17
twitter_synthetic_3345,[Delhi] Good quality but expensive ho gaya @BPCLimited,,2025-11-28T09:13:01.217038+00:00,92,,,,,Twitter,user_47291,8,4
twitter_synthetic_2333,[Hyderabad] Improve app UI @BPCLimited,,2025-12-16T04:13:01.217038+00:00,99,,,,,Twitter,user_47295,13,17
twitter_synthetic_4399,[Delhi] Quick payment process in HelloBPCL app @BPCLimited,,2025-11-26T04:13:01.217038+00:00,76,,,,,Twitter,user_36596,21,10
twitter_synthetic_1175,[Mumbai] Value for money but quality inconsistent @BPCLimited,,2025-11-24T06:13:01.217038+00:00,59,,,,,Twitter,user_29321,2,1
twitter_synthetic_3129,[Chennai] Service center par staff bahut rude tha,,2025-11-29T06:13:01.217038+00:00,44,,,,,Twitter,user_56886,7,19
twitter_synthetic_1942,[Pune] Agent bahut helpful aur honest tha,,2025-12-06T13:13:01.217038+00:00,90,,,,,Twitter,user_23777,47,16
twitter_synthetic_4248,[Pune] Mostly good experience lekin last time late aaye @BPCLimited,,2025-12-07T10:13:01.217038+00:00,23,,,,,Twitter,user_35855,17,17
twitter_synthetic_497,Service theek hai par billing mein galti tha @BPCLimited thanks,,2025-11-18T19:13:01.217038+00:00,25,,,,,Twitter,user_27492,27,15
twitter_synthetic_681,Can I upgrade my plan? @BPCLimited thanks,,2025-12-12T09:13:01.217038+00:00,13,,,,,Twitter,user_59989,28,20
twitter_synthetic_2840,[Chennai] BharatGas service excellent hai @BPCLimited,,2025-12-16T21:13:01.217038+00:00,56,,,,,Twitter,user_69856,13,10
twitter_synthetic_3943,[Mumbai] Stove nahi jal raha is gas se,,2025-12-04T11:13:01.217038+00:00,64,,,,,Twitter,user_58495,43,2
twitter_synthetic_3873,[Bangalore] Staff helpful but process complicated @BPCLimited,,2025-11-26T15:13:01.217038+00:00,3,,,,,Twitter,user_15952,32,5
twitter_synthetic_4229,[Ahmedabad] Reduce waiting time @BPCLimited,,2025-11-24T21:13:01.217038+00:00,12,,,,,Twitter,user_30494,0,17
twitter_synthetic_7,Mileage bilkul kam aa raha hai iss petrol se terrible,,2025-12-14T20:13:01.217038+00:00,95,,,,,Twitter,user_97542,22,16
twitter_synthetic_992,Leakage issue cylinder mein @BPCLimited disappointed,,2025-12-12T00:13:01.217038+00:00,60,,,,,Twitter,user_90643,20,8
twitter_synthetic_2418,[Chennai] OTP nahi aa raha HelloBPCL app se. Kya kaise book karenge?,,2025-11-17T03:13:01.217038+00:00,9,,,,,Twitter,user_21359,45,2
twitter_synthetic_3804,[Mumbai] Make app available in Hindi @BPCLimited,,2025-12-14T19:13:01.217038+00:00,15,,,,,Twitter,user_45731,16,18
twitter_synthetic_3099,[Ahmedabad] Reliable service se bahut khush hoon @BPCLimited,,2025-11-26T16:13:01.217038+00:00,49,,,,,Twitter,user_47496,20,4
twitter_synthetic_4424,[Kolkata] Transparency bahut badiya hai @BPCLimited,,2025-12-10T02:13:01.217038+00:00,53,,,,,Twitter,user_51685,42,16
twitter_synthetic_1660,[Bangalore] Refund process bahut complicated hai,,2025-11-30T01:13:01.217038+00:00,46,,,,,Twitter,user_46776,17,8
twitter_synthetic_3516,[Ahmedabad] Seal broken tha new cylinder par,,2025-12-16T07:13:01.217038+00:00,21,,,,,Twitter,user_7596,6,15
twitter_synthetic_3686,[Kolkata] Value for money but quality inconsistent @BPCLimited,,2025-11-29T20:13:01.217038+00:00,60,,,,,Twitter,user_8122,40,12
twitter_synthetic_3288,[Hyderabad] How to apply for new connection? @BPCLimited,,2025-11-28T04:13:01.217038+00:00,39,,,,,Twitter,user_6962,36,7
twitter_synthetic_1578,[Pune] Quality OK but pricing badh gayi @BPCLimited,,2025-11-28T01:13:01.217038+00:00,87,,,,,Twitter,user_42121,15,13
twitter_synthetic_521,Experience mixed - good aur bad dono @BPCLimited again,,2025-12-06T12:13:01.217038+00:00,86,,,,,Twitter,user_97748,25,11
twitter_synthetic_1385,[Ahmedabad] Loyalty rewards program launch karo @BPCLimited,,2025-12-15T05:13:01.217038+00:00,20,,,,,Twitter,user_4620,49,0
twitter_synthetic_214,Price kya hai ye month? @BPCLimited anyone facing same issue?,,2025-12-10T04:13:01.217038+00:00,98,,,,,Twitter,user_86742,18,7
twitter_synthetic_4803,[Hyderabad] Service theek hai par billing mein galti tha @BPCLimited,,2025-11-23T18:13:01.217038+00:00,80,,,,,Twitter,user_50112,31,18
twitter_synthetic_3363,[Delhi] Delivery time window bilkul galat rehta hai @BPCLimited,,2025-12-07T23:13:01.217038+00:00,0,,,,,Twitter,user_72844,30,0
twitter_synthetic_3969,[Kolkata] Cylinder replacement procedure kya hai? @BPCLimited,,2025-12-11T07:13:01.217038+00:00,60,,,,,Twitter,user_52137,6,15
twitter_synthetic_2799,[Mumbai] Decent service lekin improvement needed @BPCLimited,,2025-12-05T10:13:01.217038+00:00,33,,,,,Twitter,user_43830,27,13
twitter_synthetic_1281,[Hyderabad] Quick payment process in HelloBPCL app @BPCLimited,,2025-11-21T12:13:01.217038+00:00,54,,,,,Twitter,user_59482,6,12
twitter_synthetic_1613,"[Mumbai] Previously better, now average @BPCLimited",,2025-12-08T21:13:01.217038+00:00,9,,,,,Twitter,user_56373,0,3
twitter_synthetic_3578,[Mumbai] Improve app UI @BPCLimited,,2025-12-01T15:13:01.217038+00:00,53,,,,,Twitter,user_47054,7,8
twitter_synthetic_4347,[Mumbai] Loyalty rewards program launch karo @BPCLimited,,2025-11-17T12:13:01.217038+00:00,99,,,,,Twitter,user_46505,7,5
twitter_synthetic_1340,[Mumbai] Cylinder replacement procedure kya hai? @BPCLimited,,2025-11-25T10:13:01.217038+00:00,98,,,,,Twitter,user_43694,43,10
twitter_synthetic_2141,[Chennai] Can I pause subscription? @BPCLimited,,2025-12-03T16:13:01.217038+00:00,46,,,,,Twitter,user_1340,21,10
twitter_synthetic_4222,[Ahmedabad] Mostly good experience lekin last time late aaye @BPCLimited,,2025-11-23T15:13:01.217038+00:00,76,,,,,Twitter,user_50296,8,9
twitter_synthetic_3272,[Hyderabad] Reliable service se bahut khush hoon @BPCLimited,,2025-12-11T04:13:01.217038+00:00,85,,,,,Twitter,user_57484,19,2
twitter_synthetic_4752,[Mumbai] Pure For Sure! Love BPCL quality @BPCLimited,,2025-11-30T04:13:01.217038+00:00,15,,,,,Twitter,user_24122,29,5
twitter_synthetic_3354,[Ahmedabad] Staff helpful but process complicated @BPCLimited,,2025-12-08T22:13:01.217038+00:00,49,,,,,Twitter,user_85344,40,1
twitter_synthetic_3462,[Hyderabad] Always on time delivery from BPCL,,2025-12-16T04:13:01.217038+00:00,53,,,,,Twitter,user_44549,8,15
twitter_synthetic_3320,[Bangalore] HelloBPCL app bahut slow chal raha hai @BPCLimited,,2025-12-12T02:13:01.217038+00:00,20,,,,,Twitter,user_18652,19,9
twitter_synthetic_68,Reduce waiting time @BPCLimited very frustrated,,2025-11-21T20:13:01.217038+00:00,56,,,,,Twitter,user_27147,25,5
twitter_synthetic_1506,[Bangalore] OTP nahi aa raha HelloBPCL app se. Kya kaise book karenge?,,2025-12-03T20:13:01.217038+00:00,84,,,,,Twitter,user_46241,44,8
twitter_synthetic_3425,[Mumbai] BharatGas service excellent hai @BPCLimited,,2025-12-11T16:13:01.217038+00:00,34,,,,,Twitter,user_68141,14,13
twitter_synthetic_4055,[Mumbai] Great service from BPCL! Delivery on time always @BPCLimited,,2025-12-03T16:13:01.217038+00:00,80,,,,,Twitter,user_4579,0,15
twitter_synthetic_253,Recommended BPCL to all my friends pls resolve asap,,2025-12-08T18:13:01.217038+00:00,15,,,,,Twitter,user_24541,50,17
twitter_synthetic_790,Customer care helpful tha but complaint solve nahi hua @BPCLimited thanks,,2025-11-27T02:13:01.217038+00:00,56,,,,,Twitter,user_94865,19,3
twitter_synthetic_4515,[Delhi] Stove nahi jal raha is gas se,,2025-11-30T10:13:01.217038+00:00,44,,,,,Twitter,user_99735,1,13
twitter_synthetic_879,Agent bahut helpful aur honest tha ok service,,2025-12-04T02:13:01.217038+00:00,87,,,,,Twitter,user_35901,37,12
twitter_synthetic_4587,[Mumbai] Best company bahut lucky hoon @BPCLimited,,2025-12-01T09:13:01.217038+00:00,32,,,,,Twitter,user_81601,36,14
twitter_synthetic_2332,[Mumbai] Improve app UI @BPCLimited,,2025-12-07T10:13:01.217038+00:00,6,,,,,Twitter,user_77835,39,15
twitter_synthetic_3494,[Delhi] Can I upgrade my plan? @BPCLimited,,2025-11-26T21:13:01.217038+00:00,30,,,,,Twitter,user_37433,17,17
twitter_synthetic_765,Staff bahut polite aur helpful tha @BPCLimited again,,2025-11-26T10:13:01.217038+00:00,64,,,,,Twitter,user_96960,19,19
twitter_synthetic_460,Cylinder replacement procedure kya hai? @BPCLimited terrible,,2025-12-15T20:13:01.217038+00:00,55,,,,,Twitter,user_18842,33,4
twitter_synthetic_1593,[Ahmedabad] Worth every paisa spent @BPCLimited,,2025-12-02T23:13:01.217038+00:00,86,,,,,Twitter,user_9484,42,2
twitter_synthetic_1230,[Delhi] Pure For Sure? Nahi dikha mujhe @BPCLimited,,2025-12-14T21:13:01.217038+00:00,48,,,,,Twitter,user_76544,47,12
twitter_synthetic_4499,[Ahmedabad] Quality never compromises @BPCLimited,,2025-11-25T10:13:01.217038+00:00,97,,,,,Twitter,user_4781,6,2
twitter_synthetic_630,Payment fail hua lekin paise cut gaye @BPCLimited app se mediocre,,2025-11-22T20:13:01.217038+00:00,77,,,,,Twitter,user_20991,39,17
twitter_synthetic_2157,[Pune] Gas smell aa raha lamps se @BPCLimited,,2025-12-03T09:13:01.217038+00:00,100,,,,,Twitter,user_32161,42,9
twitter_synthetic_4459,[Kolkata] Kya booking cancel kar sakte hain? @BPCLimited,,2025-11-24T12:13:01.217038+00:00,50,,,,,Twitter,user_33586,8,19
twitter_synthetic_1856,[Bangalore] Better ratings system needed @BPCLimited,,2025-12-11T16:13:01.217038+00:00,52,,,,,Twitter,user_59078,10,13
twitter_synthetic_1218,[Hyderabad] Kya booking cancel kar sakte hain? @BPCLimited,,2025-12-04T15:13:01.217038+00:00,7,,,,,Twitter,user_13336,37,2
twitter_synthetic_2382,[Delhi] Service usually good but delivery issue today @BPCLimited,,2025-12-11T03:13:01.217038+00:00,99,,,,,Twitter,user_28352,26,15
twitter_synthetic_2944,[Chennai] How to change address in HelloBPCL? @BPCLimited,,2025-11-18T18:13:01.217038+00:00,32,,,,,Twitter,user_36349,42,7
twitter_synthetic_716,"Sometimes on time, sometimes late @BPCLimited anyone facing same issue?",,2025-12-11T23:13:01.217038+00:00,54,,,,,Twitter,user_51929,18,0
twitter_synthetic_536,Valid till when is this offer? @BPCLimited thanks,,2025-12-14T17:13:01.217038+00:00,54,,,,,Twitter,user_93419,14,16
twitter_synthetic_4633,[Chennai] Delivery fast tha but cylinder seal broken tha @BPCLimited,,2025-12-05T15:13:01.217038+00:00,37,,,,,Twitter,user_35441,22,6
2000962755793420614,@BPCLimited IBP https://t.co/V97dn4oGPH,,2025-12-16T16:14:31+00:00,0,,,,,Twitter,SubashMehta8,0,0
