brand,content,score,at,replyContent,replyDate
BPCL,use full,5,2025-12-01 12:49:07,"Hi Puneeth,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"""I like it a lot, it's easy to book.""",5,2025-12-01 12:48:56,"Hi Arun,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"A good app,fulfills the requirement but OTP is very much getting delayed.",5,2025-12-01 12:48:35,"Hi Ramakrishnan,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"Super, Awesome Application",5,2025-12-01 12:43:36,"Hi Joseph,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good appointment application,5,2025-12-01 12:30:40,"Hi Yogesh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Excellent,5,2025-12-01 12:19:20,"Hi Timothy,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,every time its logout and ask to sign in and in sign process otp service is very bad i am trying from 3 days to sign in but otp comes after 30 min or later,1,2025-12-01 12:02:59,"Hi Wasi,
Thanks for sharing your feedback. We apologize for the inconvenience caused. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavor to address your concern on priority. Please include token no.120645 in your mail.
- BPCL Customer Support",
BPCL,good,5,2025-12-01 11:45:31,"Hi Vijayan,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Thank You,5,2025-12-01 11:37:02,"Hi Shivaji,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,I did not receive otps many times I will try app does not getting otp to create account,1,2025-12-01 11:24:03,"Hi Sir/Ma'am,
Thanks for sharing your feedback. We apologize for the inconvenience caused. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavor to address your concern on priority. Please include token no.120642 in your mail.
- BPCL Customer Support",
BPCL,best,5,2025-12-01 10:57:22,"Hi Somya,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very good,5,2025-12-01 10:33:36,"Hi Greesh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice work,5,2025-12-01 10:29:34,"Hi Ramkisan,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Nice,5,2025-12-01 10:14:53,"Hi Fayaz,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Good,4,2025-12-01 10:04:32,"Hi Anil,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,बहुत बढ़िया सुविधा है अप के माध्यम से सिलेंडर बुक किया बहुत बहुत धन्यवाद धन्यवाद भारतगैस,5,2025-12-01 09:54:05,"Hi Bherulal,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice,5,2025-12-01 09:43:36,"Hi Mahesh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice 👍,5,2025-12-01 09:41:56,"Hi Ashish,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good service,5,2025-12-01 09:35:43,"Hi Aayansh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,5,2025-12-01 09:27:20,"Hi Satish,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,make book gas easily,5,2025-12-01 09:25:26,"Hi Majeed,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice,5,2025-12-01 09:25:18,"Hi Rubel,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Very nice,5,2025-12-01 09:22:22,"Hi Ashok,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Every time I open this app ask update,5,2025-12-01 09:03:38,"Hi Nadim,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,exallent,5,2025-12-01 08:33:42,"Hi Ashish,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very nice service,5,2025-12-01 08:28:56,"Hi Amit,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,sometimes works and sometimes not this app is made up of glitches and crashes .my account got signed outlined automatically several times and I have to generate another one but then suddenly my account recovers.but I liked to say that delivery is way faster than you think .it comes on day or tomorrow.,3,2025-12-01 08:28:18,"Hi Lakshay,
Thanks for sharing your feedback. We apologize for the inconvenience caused. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavor to address your concern on priority. Please include token no.120625 in your mail.
- BPCL Customer Support",
BPCL,good,5,2025-12-01 08:25:02,"Hi Habeebulla,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,best,5,2025-12-01 08:08:50,"Hi Rajesh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,5,2025-12-01 07:57:06,"Hi Suganthi,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,worse app you can imagine. The pin don't work most of the times. payment gateway often fails. It takes mental course before using this app. Horrible experience.,1,2025-12-01 07:49:03,"Hi Ganesh,
Thanks for sharing your feedback. We apologize for the inconvenience caused. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavor to address your concern on priority. Please include token no.120621 in your mail.
- BPCL Customer Support",
BPCL,best,5,2025-12-01 07:40:40,"Hi Zaid,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,better,5,2025-12-01 07:14:18,"Hi Banotu,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Excellent Service,5,2025-12-01 07:09:35,"Hi Anish,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good very good,5,2025-12-01 06:41:46,"Hi Pankaj,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice service,5,2025-12-01 06:29:47,"Hi Rahul,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good fast service,5,2025-12-01 06:29:06,"Hi Mahender,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,supar app Barhat gas,5,2025-12-01 06:12:10,"Hi Bablu,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very nice,5,2025-12-01 06:05:29,"Hi Girdhari,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,my hellobpclcard are not open,3,2025-12-01 01:25:17,"Hi Karmendra,
Thanks for sharing your feedback. We apologize for the inconvenience caused. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavor to address your concern on priority. Please include token no.120611 in your mail.
- BPCL Customer Support",
BPCL,very bad,5,2025-12-01 00:30:06,"Hi Charan,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,easy to book the cylinder,4,2025-11-30 22:41:40,"Hi Ram,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very good 👍👍,5,2025-11-30 22:36:26,"Hi Santosh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Best service people,5,2025-11-30 22:12:05,"Hi Sheheen,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"Think of common people. Then comes app rating. Daylight theft of hard earned money...Sai Bala Agency Pammal, chennai,They deliver cylinder after 5 to 7 days and they charge extra Rs.50 for delivery.",1,2025-11-30 22:10:47,"Hi Syed,
Thanks for sharing your feedback. We apologize for the inconvenience caused. BPCL is committed to deliver an energizing experience to you. Kindly share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. Please Include Token No 120572 in your mail.
- Bharat Petroleum Corporation Limited
",
BPCL,"nice,easy to use",5,2025-11-30 21:59:31,"Hi Prashant,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,💯,5,2025-11-30 21:52:41,"Hi Mavaram,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,v nice,4,2025-11-30 20:45:08,"Hi Sunil,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,app works well,5,2025-11-30 20:43:33,"Hi Karpoora,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice this app before bharatgas app,5,2025-11-30 18:58:22,"Hi Chinmoy,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,super scheme. I have used petro card before 15years. thanks a lot.,5,2025-11-30 18:34:15,"Hi Chandran,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Better,5,2025-11-30 18:06:39,"Hi Pravin,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,satisfactory,3,2025-11-30 17:00:06,"Hi Mahima,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Excellent. Very user friendly.,5,2025-11-30 15:46:38,"Hi Seetha,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very good,1,2025-11-30 15:24:28,"Hi Ferdaws,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,quick and user friendly,4,2025-11-30 14:58:46,"Hi Bhavesh,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very useful,4,2025-11-30 14:34:22,"Hi Abinaya,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Delivery is very slow.,1,2025-11-30 14:31:32,"Hi Pujan,
We regret the inconvenience caused. You can contact your distributor or call our customer care 1800224344 to understand the process get this issue resolved. Do let us know on support@hellobpcl.in on how we can improve your app experience for a 5-star review. Please include token no. 120559 in your mail.
- BPCL Customer Support",
BPCL,working,5,2025-11-30 14:29:38,"Hi Laxmi,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,5,2025-11-30 14:29:29,"Hi Hajari,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very poor service of bharatgas distribution Panvel Vishnu Bharatgas dealer,1,2025-11-30 14:17:48,"Hi Sachin,
We regret the inconvenience caused. You can contact your distributor or call our customer care 1800224344 to understand the process get this issue resolved. Do let us know on support@hellobpcl.in on how we can improve your app experience for a 5-star review. Please include token no. 120556 in your mail.
- BPCL Customer Support",
BPCL,superb,5,2025-11-30 13:57:06,"Hi Vishwajit,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,pathetic,1,2025-11-30 13:55:25,"Hi Bharati,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120554 in your mail.
- BPCL Customer Support",
BPCL,app problem,3,2025-11-30 13:50:03,"Hi laxmi,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120553 in your mail.
- BPCL Customer Support",
BPCL,nice app,5,2025-11-30 13:01:02,"Hi Manish,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Gas never delivers to my house. Extra money is charged for home delivery. Which is unfair to you.,2,2025-11-30 12:48:28,"Hi Debanshu,
We regret the inconvenience caused. You can contact your distributor or call our customer care 1800224344 to understand the process get this issue resolved. Do let us know on support@hellobpcl.in on how we can improve your app experience for a 5-star review. Please include token no. 120551 in your mail.
- BPCL Customer Support",
BPCL,this app needs a registration every time,2,2025-11-30 12:18:10,"Hi Abhay,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120550 in your mail.
- BPCL Customer Support",
BPCL,good,4,2025-11-30 12:00:57,"Hi Ramesh,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,nice 👍 bpcl,5,2025-11-30 11:53:13,"Hi Awadhesh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good app,5,2025-11-30 11:52:55,"Hi Vanita,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,well and good,4,2025-11-30 11:32:48,"Hi Parimal,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"Application is opening. Message is showing ""This device is not safe to run this app"". why??",1,2025-11-30 11:19:53,"Hi Arvind,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120545 in your mail.
- BPCL Customer Support",
BPCL,Amount will get deducted from my account however cylinder not booked. No proper helping options.,1,2025-11-30 11:07:22,"Hi Sarika,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120543 in your mail.
- BPCL Customer Support",
BPCL,very nice app,5,2025-11-30 10:53:19,"Hi Kiran,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,5,2025-11-30 10:44:15,"Hi Deepak,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,1,2025-11-30 10:43:21,"Hi Anil,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,best service,5,2025-11-30 10:39:31,"Hi Arun,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Good service,5,2025-11-30 10:25:29,"Hi Manbhari,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,5,2025-11-30 10:25:07,"Hi Suresh,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"best available on date , 🙏",5,2025-11-30 10:12:05,"Hi Srikumar,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Good,5,2025-11-30 10:02:08,"Hi Pranab,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good sarvice,5,2025-11-30 09:54:36,"Hi Sahab,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Good App.,5,2025-11-30 09:48:00,"Hi Anandaroop,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very good and smart Service,5,2025-11-30 09:43:08,"Hi Shivu,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,one of the best designed apps.,5,2025-11-30 09:34:12,"Hi Ajay,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very good,5,2025-11-30 09:12:30,"Hi Sunita,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Best app,5,2025-11-30 09:08:33,"Hi Sonu,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"I am getting error your device is not safe, even after comple reset.",1,2025-11-30 09:06:46,"Hi Sova,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120527 in your mail.
- BPCL Customer Support",
BPCL,Easy & Quick,5,2025-11-30 08:57:49,"Hi Deepak,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good,5,2025-11-30 08:44:31,"Hi Chanayilakath,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,easy and smoothly process for lpg,5,2025-11-30 08:11:52,"Hi Harshada,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Nice,5,2025-11-30 07:39:54,"Hi Kiran,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very nice 👍,5,2025-11-30 07:31:55,"Hi Gayatri,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"Hello BPCL team, One usability suggestion As soon as booking is completed give an option to copy reference/booing number. This way we can quickly share it.",4,2025-11-30 07:10:24,"Hi Pradyumna,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,very good,4,2025-11-30 07:09:10,"Hi Sir/Ma'am,
We are happy to hear your feedback. BPCL committed to deliver an energizing experience to you. Kindly tell us at support@hellobpcl.in what we can do to turn it into a 5 star experience for you. Also spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,easy to use,5,2025-11-30 07:08:42,"Hi Sudhakar,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,excellent,5,2025-11-30 07:03:31,"Hi Jameer,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,Very easy for booking cylinder...,5,2025-11-30 06:46:44,"Hi Jahir,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited
",
BPCL,fast experience,5,2025-11-29 22:15:58,"Hi Shankar,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,superb,5,2025-11-29 22:10:00,"Hi Sunny,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,good service,5,2025-11-29 21:11:47,"Hi Mari,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,"aadhar kyc nahi ho raha hai app andar, lekin option Diya hua hai .",1,2025-11-29 20:50:45,"Hi Sattyam,
Thanks for sharing your feedback. We apologize for the inconvenience caused.Share your concerns and your consumer details or registered mobile number on support@hellobpcl.in. It will be our endeavour to address your concern on priority. Please include token no. 120512 in your mail.
- BPCL Customer Support",
BPCL,Great,5,2025-11-29 20:10:48,"Hi Devendra,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
BPCL,👍,5,2025-11-29 19:30:35,"Hi Vibhapaswan,
We are extremely happy to know you had a great experience with BPCL. It motivates us to keep energizing lives through our offerings. Kindly spread the word and invite your friends and family to experience Hello BPCL.
- Bharat Petroleum Corporation Limited",
